fdat,CPI1,CPI2,CPI3,CPI4,CPI5,CPI6
2002-10-01,1.8999999999999997,2.215384615384615,2.251923076923077,2.1592307692307693,2.25,2.276923076923077
2003-01-01,2.4,2.5278571428571426,1.9100000000000004,1.9125,2.281785714285714,2.2714285714285714
2003-04-01,3.896551724137932,1.7965517241379312,1.6079310344827586,1.9175862068965517,2.1079310344827586,2.172758620689655
2003-07-01,0.6045454545454544,1.7090909090909088,1.5863636363636362,2.0045454545454544,2.027272727272728,2.2136363636363634
2003-10-01,2.304545454545454,2.1545454545454543,2.0136363636363637,1.9681818181818185,2.2590909090909093,2.240909090909091
2004-01-01,0.8999999999999997,1.8521739130434782,1.6086956521739133,1.6478260869565218,1.8652173913043477,1.9265217391304348
2004-04-01,3.5991818181818176,2.8801363636363635,2.1827727272727273,2.1717727272727276,2.1765,2.238454545454545
2004-07-01,4.701363636363637,3.2109545454545456,2.438954545454546,2.399409090909091,2.3299545454545454,2.3154090909090908
2004-10-01,1.8980399999999997,2.56908,2.43344,2.35572,2.2724800000000003,2.3985600000000002
2005-01-01,3.4007142857142867,2.309678571428571,2.301392857142857,2.2389642857142857,2.3735,2.363392857142857
2005-04-01,2.4,3.1554814814814813,2.1191851851851853,2.493629629629629,2.270259259259259,2.377851851851852
2005-07-01,4.19779487179487,2.6998461538461545,2.3498974358974354,2.3585128205128205,2.447205128205128,2.2593846153846155
2005-10-01,5.100382978723403,3.752851063829787,2.5695106382978725,2.4112553191489363,2.4375957446808507,2.4370212765957446
2006-01-01,3.2006341463414634,2.2653170731707317,2.380780487804878,2.416512195121951,2.4083414634146343,2.256414634146341
2006-04-01,2.20275,3.3261452380952377,2.5796380952380953,2.4185214285714287,2.3600904761904764,2.2813452380952377
2006-07-01,4.999330769230769,3.410797435897435,2.8205410256410253,2.8679743589743585,2.7515410256410253,2.581658974358975
2006-10-01,2.9116951219512197,0.5644780487804878,2.8072829268292683,2.849,2.6168146341463414,2.437119512195122
2007-01-01,-2.200344444444445,2.355419444444445,2.7688416666666673,2.5872611111111112,2.2599888888888886,2.4016833333333327
2007-04-01,3.8000000000000007,4.098575675675675,2.488575675675676,2.3013351351351345,2.527345945945946,2.4229837837837835
2007-07-01,6.0,2.293671794871795,1.7452307692307694,2.4439692307692313,2.6147487179487174,2.3824641025641022
2007-10-01,1.9000000000000004,2.8225054054054057,2.772237837837838,2.3453567567567566,2.0759945945945946,1.9886405405405405
2008-01-01,4.300000000000001,3.3051,2.2088750000000004,2.3475611111111103,2.1388944444444444,2.3689305555555555
2008-04-01,4.300000000000001,3.2173499999999997,2.9398117647058823,2.4495088235294116,2.754970588235294,2.4188999999999994
2008-07-01,5.0,5.037519444444445,2.590491666666667,2.6295,2.126319444444444,2.456161111111111
2008-10-01,6.699999999999998,-2.531243243243244,0.7474027027027027,1.4733216216216216,2.3087324324324325,2.247854054054054
2009-01-01,-9.199999999999998,-2.6574,0.8924135135135135,1.6489918918918918,1.6990243243243244,1.8994945945945947
2009-04-01,-2.3991000000000002,0.8186314285714285,1.8336514285714287,1.2397657142857144,1.7083342857142856,2.0145800000000005
2009-07-01,1.2999999999999996,2.2276172413793103,1.698844827586207,1.916889655172414,1.7924586206896553,2.2138172413793105
2009-10-01,3.599952,2.114344,1.4745599999999999,1.3538560000000002,1.803468,1.865156
2010-01-01,3.4000000000000004,1.8556171428571426,1.2701628571428571,1.8201228571428574,1.9238228571428575,2.0438771428571427
2010-04-01,1.5,1.1854342105263158,1.838542105263158,1.806547368421053,1.9383500000000002,1.8434947368421053
2010-07-01,-0.6999999999999997,1.249348387096774,1.6963387096774194,1.7410064516129033,1.4697709677419355,1.9935064516129035
2010-10-01,1.5,1.90248,1.657076666666667,1.5025300000000001,1.7113466666666666,1.7862299999999998
2011-01-01,2.6,2.2974666666666668,1.1758272727272727,1.631939393939394,1.7008121212121212,1.9998939393939392
2011-04-01,5.200571428571428,3.4203085714285715,2.0094314285714283,1.8793600000000001,2.2446628571428575,2.0702142857142856
2011-07-01,4.1,1.7806781250000001,1.882771875,2.11618125,2.0757125,2.238471875
2011-10-01,3.0999999999999988,1.8292709677419354,2.030296774193548,1.8716709677419352,2.1748612903225806,2.114270967741935
2012-01-01,0.8999999999999999,2.016236111111111,1.8613527777777779,2.242847222222222,2.1455694444444444,2.2432611111111114
2012-04-01,2.51,1.9733593749999998,2.067828125,2.12241875,2.122809375,2.04960625
2012-07-01,0.8323529411764707,1.6023470588235291,2.081841176470588,1.986379411764706,1.9181294117647056,2.2733352941176475
2012-10-01,2.2818181818181817,2.284709090909091,1.9936393939393942,2.065939393939394,2.2248666666666663,2.367521212121212
2013-01-01,2.093805882352941,1.6980117647058823,1.9103147058823529,2.171544117647059,2.2320647058823533,2.0720352941176468
2013-04-01,1.4105263157894734,1.108671052631579,2.160707894736842,2.0070026315789473,1.9736394736842104,2.0957842105263156
2013-07-01,0.0,2.2523448275862075,1.7284793103448277,1.8290103448275863,1.8655931034482762,2.0136620689655174
2013-10-01,2.601017857142857,1.6559321428571427,1.8113357142857145,1.931275,2.1210071428571426,2.133264285714286
2014-01-01,0.8917138888888889,1.7183638888888888,1.606766666666667,2.018438888888889,1.8205416666666667,2.0028611111111108
2014-04-01,1.9003314285714286,1.938522857142857,1.8315914285714285,1.8230514285714285,1.8886314285714283,1.9162457142857139
2014-07-01,3.0009117647058825,2.1390500000000006,2.0324676470588234,2.11,2.139782352941176,2.1162911764705883
2014-10-01,1.1195054054054057,0.8898486486486487,1.6958756756756759,2.0307864864864866,2.015662162162162,1.9799567567567573
2015-01-01,-1.1755382352941177,-1.5202323529411765,1.5321676470588235,1.9267323529411768,2.073979411764706,2.0444764705882355
2015-04-01,-3.0987093750000003,1.62278125,1.8706437500000002,1.8609125,1.7782875,2.08229375
2015-07-01,3.0,1.7755416666666666,1.753075,1.8213944444444445,2.039452777777778,2.092491666666667
2015-10-01,1.5995228571428572,0.9032514285714285,1.7110942857142855,2.02548,2.2042285714285716,2.31894
2016-01-01,0.2015257142857143,0.27674857142857145,1.6654314285714285,2.087725714285714,2.1772628571428574,2.067122857142857
2016-04-01,-0.30103714285714284,1.8691514285714286,1.9915,2.222025714285714,2.0586428571428574,2.1285485714285715
2016-07-01,2.5024676470588236,1.8170941176470587,2.2282882352941176,2.1417000000000006,2.157,2.1851558823529413
2016-10-01,1.6018457142857145,2.4787742857142856,2.1119228571428574,2.1859114285714285,2.3179600000000002,2.2971857142857144
2017-01-01,3.40355945945946,2.606216216216217,2.20512972972973,2.358664864864865,2.4353054054054057,2.4471918918918925
2017-04-01,3.1,1.6053636363636365,2.2339,2.4093363636363634,2.4039848484848485,2.2669878787878788
2017-07-01,-0.30041724137931036,1.6995310344827588,2.337141379310345,2.3842241379310343,2.1572172413793105,2.2635827586206894
2017-10-01,2.0004375,2.6726625,2.25864375,1.98625,2.174940625,2.213334375
2018-01-01,3.7011727272727275,2.645354545454545,1.8688242424242425,2.270021212121212,2.296415151515151,2.245751515151515
2018-04-01,3.5005310344827585,2.0676344827586206,2.4033586206896547,2.3778275862068967,2.416031034482759,2.228779310344828
2018-07-01,1.6983703703703708,2.3851851851851853,2.4543851851851852,2.4313148148148147,2.135625925925926,2.418655555555555
2018-10-01,1.9994961538461538,2.452634615384615,2.468984615384615,2.2464461538461538,2.355715384615385,2.368130769230769
2019-01-01,1.4984333333333335,1.233737037037037,2.3094074074074076,2.3423222222222218,2.2560296296296296,2.219640740740741
