fdat,FR0,FR1,FR2,FR3,FR4
1981-10-01,,,,,
1982-01-01,-2.5879838709677436,-2.2527243589743584,-1.4782852564102553,-1.1415064102564108,-1.550641025641025
1982-04-01,-1.9680147058823532,-2.386458333333334,-0.8001785714285718,-0.5083333333333329,-0.6126984126984123
1982-07-01,1.6426190476190476,1.3476447876447875,-0.46936936936936924,-0.1694444444444443,0.13123123123123115
1982-10-01,0.16309412861137051,-1.429555361813427,-0.4161290322580635,-0.14664341761115818,-0.41129032258064413
1983-01-01,-2.2471537001897532,-2.721013824884794,-1.6718894009216592,-1.3901382488479257,-1.2884792626728103
1983-04-01,-2.8114285714285714,-0.19428571428571573,0.022857142857142243,0.02857142857142847,0.31603128054740814
1983-07-01,0.16214285714285737,-0.15763546798029537,-0.014285714285714235,-0.37910135841170245,-0.19614604462474539
1983-10-01,0.4023359288097881,0.4258064516129032,0.5856507230255836,0.4783092324805338,0.5601779755283642
1984-01-01,-0.9706340378198006,-0.9580645161290327,-0.7711827956989246,-0.5674193548387096,-0.6708602150537644
1984-04-01,0.45483870967742,0.28166666666666673,0.2337499999999988,0.4747916666666665,0.649553571428573
1984-07-01,-0.5710000000000002,-0.9668269230769222,-0.5012019230769225,-0.12427884615384777,-0.019951923076922284
1984-10-01,0.12307692307692264,-0.4969230769230757,-0.7558461538461536,-1.0144230769230775,-0.8373846153846172
1985-01-01,-0.7383333333333346,-1.0063333333333335,-0.6541666666666672,-0.7488333333333328,-0.7013333333333334
1985-04-01,-0.045666666666666966,0.431666666666668,0.1528333333333336,0.07733333333333281,0.12348484848484897
1985-07-01,0.022068965517240358,-0.5078620689655171,-0.31296551724137966,-0.245114942528736,-0.1147988505747124
1985-10-01,-0.954572713643179,-0.7571214392803594,-0.7313343328335833,-0.8049475262368819,-0.7591614906832294
1986-01-01,0.7052536231884052,-0.47771739130434776,-0.5969202898550723,-0.45036231884058076,-0.312862318840581
1986-04-01,-1.9319444444444442,-3.345833333333333,-1.2546296296296289,-0.5513888888888889,-0.46111111111111125
1986-07-01,-0.3528985507246377,0.5745571658615134,0.17828282828282926,-0.41062801932367154,-0.39882943143812666
1986-10-01,-0.048260869565217135,-0.38272727272727325,0.011739130434782918,0.15152173913043443,0.19456521739130483
1987-01-01,-0.5200000000000009,0.05285714285714249,0.00023809523809559252,-0.0345238095238094,-0.08547619047619115
1987-04-01,1.3000000000000003,0.8511904761904749,0.5630952380952374,0.4833333333333334,0.5978571428571429
1987-07-01,0.35357142857142954,-0.02499999999999858,0.08333333333333393,0.2523809523809515,0.2404761904761905
1987-10-01,-0.1873949579831944,-0.23501400560224095,-0.30112044817926975,-0.5240896358543408,-0.38764705882352946
1988-01-01,-0.5745098039215688,-0.3274509803921579,0.0209150326797376,-0.004575163398692794,-0.19722222222222285
1988-04-01,-0.7490196078431368,0.11111111111111249,0.14999999999999947,0.23888888888888893,0.05555555555555536
1988-07-01,0.3973856209150304,0.2898692810457524,0.33333333333333304,0.3156862745098037,0.34019607843137223
1988-10-01,0.3037815126050418,0.05714285714285694,-0.13235294117647012,-0.18067226890756327,-0.10672268907563076
1989-01-01,-0.6883928571428575,-0.2937500000000002,-0.04910714285714324,0.08392857142857046,-0.017857142857143238
1989-04-01,0.48660714285714324,0.9348214285714285,0.1446428571428573,0.11071428571428577,0.025238095238095504
1989-07-01,0.014285714285714235,-0.9571428571428564,-0.8214285714285712,-0.7714285714285714,-0.6851648351648336
1989-10-01,-1.1733333333333338,-0.2767857142857153,-0.15714285714285747,-0.18214285714285783,-0.17499999999999982
1990-01-01,-0.037499999999999645,0.7192307692307693,0.19038461538461515,0.1865384615384622,0.3024038461538465
1990-04-01,2.172991452991453,-0.27205128205128215,-0.39820512820512866,-0.6150427350427354,-0.41094017094017055
1990-07-01,-0.3694871794871788,1.5905128205128203,0.7450427350427362,0.24247863247863233,-0.6170085470085467
1990-10-01,0.872820512820514,2.920512820512819,0.8997435897435899,0.4192307692307691,0.3008333333333324
1991-01-01,-0.7283809523809515,-1.4820952380952384,-1.1571428571428575,-0.7492380952380953,-0.6630476190476187
1991-04-01,-0.4113214285714286,-0.22085714285714264,0.09382142857142872,0.12246428571428547,0.1173153153153157
1991-07-01,-0.803212121212121,-0.44246212121212114,-0.15759848484848504,-0.09137592137592154,-0.08452088452088491
1991-10-01,-0.2136596736596741,-0.3866899766899765,-0.38701631701631767,-0.2874125874125868,-0.21608173076923132
1992-01-01,-0.048717948717948545,-0.46538461538461506,-0.4064102564102572,-0.3282051282051279,-0.2641025641025636
1992-04-01,0.362703962703963,0.05211161387632002,-0.08455505279034758,0.021229260935143657,0.13788602941176453
1992-07-01,-0.3693277310924379,-0.20789915966386552,-0.22701680672268987,-0.4190624999999999,-0.5237500000000006
1992-10-01,-0.44857142857142795,-0.13780219780219705,-0.10102564102564093,-0.08102564102564092,-0.06446886446886468
1993-01-01,-0.2088942307692312,-0.13084935897435912,-0.15897435897435885,-0.07347756410256379,-0.11738782051282026
1993-04-01,0.9233035714285722,0.2142857142857144,-0.04491071428571436,0.05116071428571445,0.16387931034482728
1993-07-01,-1.1142857142857143,-0.6180672268907559,-0.06252100840336094,-0.2888636363636361,-0.25325757575757635
1993-10-01,-1.4129411764705884,-0.28676470588235325,-0.23863636363636287,-0.29121212121212103,-0.2629222011385197
1994-01-01,-0.10857142857142765,-0.12964285714285806,-0.001958874458874771,0.06575630252100861,0.023907563025210354
1994-04-01,-0.8553571428571431,0.12069327731092505,0.01953781512605035,0.15315126050420158,0.10353535353535337
1994-07-01,-0.3445233265720087,0.0963488843813387,0.007809330628802513,-0.042998955067920175,-0.07105538140020817
1994-10-01,0.3591133004926097,-0.13238916256157607,0.10295566502463016,0.08906403940886687,0.04464285714285765
1995-01-01,-0.9035714285714289,-0.2321428571428572,-0.125,-0.033928571428571974,0.023214285714284077
1995-04-01,-0.10553221288515413,0.13959383753501386,0.003732492997199799,-0.06024509803921463,-0.010661764705881982
1995-07-01,-0.03545098039215677,-0.5055182072829139,-0.25888755502200933,-0.2622549019607847,-0.24742647058823586
1995-10-01,-0.9031746031746031,-0.6272562358276641,-0.3816666666666664,-0.42152777777777706,-0.38328605200945676
1996-01-01,-0.6613813813813816,-0.158288288288289,-0.2840240240240246,-0.26831831831831865,-0.24741741741741752
1996-04-01,0.43162162162162154,0.8109887936717208,0.08273566249176012,0.01516809492419302,0.09110125646710987
1996-07-01,0.33414634146341493,-0.033658536585365884,0.1575609756097558,0.2246341463414634,0.18868292682926846
1996-10-01,-0.45691496374423224,-0.07786420566908347,-0.07526038233355292,-0.13383783783783798,-0.13948024948024873
1997-01-01,0.29729729729729737,-0.10885885885885926,-0.10540540540540588,-0.018918918918919392,0.010810810810811144
1997-04-01,-0.569722222222222,-0.5602567567567562,-0.15696621621621576,-0.04143918918918965,-0.06814705882352978
1997-07-01,-1.2993571428571429,-0.6326785714285714,-0.23289285714285723,-0.3612142857142855,-0.22286446886446898
1997-10-01,-0.22657142857142887,-0.3316138996138993,-0.21044787644787677,-0.2767335907335906,-0.20771860095389405
